date,WI_1,WI_2,WI_3
2012-04-25,4021.66,3087.84,7062.22
2012-04-26,4411.74,3239.57,7058.53
2012-04-27,5479.75,3900.19,9110.14
2012-04-28,7181.78,4936.25,10685.08
2012-04-29,6011.71,3913.25,10591.880000000001
2012-04-30,4596.65,3607.3,7705.09
2012-05-01,4815.79,4737.78,9591.83
2012-05-02,4617.21,4324.52,11472.9
2012-05-03,4963.57,5712.17,11642.97
2012-05-04,5472.54,4959.29,11146.51
2012-05-05,6367.29,6525.71,13985.02
2012-05-06,5396.85,5927.71,13911.710000000001
2012-05-07,4189.22,4224.25,9857.24
2012-05-08,4267.45,4898.88,10597.12
2012-05-09,4156.35,5406.79,10753.7
2012-05-10,4440.56,4769.81,8719.5
2012-05-11,5136.62,5677.67,11701.7
2012-05-12,6673.26,6254.4400000000005,14513.05
2012-05-13,4837.5,3925.61,10091.13
2012-05-14,4270.79,5305.36,11943.04
2012-05-15,4368.34,6150.5,11467.8
2012-05-16,4991.88,5432.45,9469.72
2012-05-17,4599.37,4392.24,8800.74
2012-05-18,5028.26,5193.02,9826.960000000001
2012-05-19,6656.32,5561.14,11266.77
2012-05-20,5775.43,5368.74,11283.37
2012-05-21,4844.26,4840.28,8401.97
2012-05-22,4667.77,4541.24,7724.25
2012-05-23,4714.47,5043.22,7515.7300000000005
2012-05-24,4773.45,4660.86,7892.41
2012-05-25,5978.29,6867.02,9639.68
2012-05-26,6664.6900000000005,6904.23,10861.73
2012-05-27,5047.04,5429.99,8910.26
2012-05-28,4472.41,4903.97,8299.85
2012-05-29,4457.78,4936.36,7558.07
2012-05-30,4415.91,5590.7300000000005,7035.62
2012-05-31,4832.97,6674.27,6953.61
2012-06-01,6384.57,9242.31,11744.82
2012-06-02,6280.29,10983.48,14021.32
2012-06-03,5870.53,9486.79,14101.77
2012-06-04,4705.34,6958.37,9888.09
2012-06-05,4395.88,8771.51,9997.26
2012-06-06,4539.88,9288.84,10429.45
2012-06-07,4740.59,7052.36,8816.08
2012-06-08,5959.51,9508.74,12599.85
2012-06-09,6467.99,11358.37,14175.04
2012-06-10,5642.9400000000005,8846.78,12282.42
2012-06-11,4837.44,9853.43,11442.22
2012-06-12,5079.96,9871.41,10713.17
2012-06-13,4885.53,7252.83,9084.75
2012-06-14,4795.62,8187.74,11805.460000000001
2012-06-15,6551.7,9849.47,13345.61
2012-06-16,7464.43,9029.77,12041.94
2012-06-17,5254.51,6647.34,10473.66
2012-06-18,4789.43,6744.09,9314.82
2012-06-19,5279.11,6531.49,9761.99
2012-06-20,5188.92,6580.45,8642.73
2012-06-21,5117.99,6501.56,8760.43
2012-06-22,5675.58,7219.05,10108.6
2012-06-23,5998.29,7923.87,11063.55
2012-06-24,5492.14,7653.2,11301.64
2012-06-25,4502.02,6476.52,8863.58
2012-06-26,4659.33,6633.18,7954.1
2012-06-27,4688.76,5990.55,7353.16
2012-06-28,4837.28,6809.84,7610.85
2012-06-29,6092.22,9220.49,11707.35
2012-06-30,6726.18,9194.39,12100.88
2012-07-01,5594.44,8272.3,11168.5
2012-07-02,5160.99,10012.83,12445.23
2012-07-03,5768.8,11740.49,13648.93
2012-07-04,4471.87,7301.900000000001,9611.3
2012-07-05,5372.05,10236.89,11870.62
2012-07-06,5697.46,11026.74,13987.630000000001
2012-07-07,6099.41,9786.98,12193.08
2012-07-08,5840.14,10945.81,13033.02
2012-07-09,4598.59,10457.29,11832.93
2012-07-10,4968.84,7298.59,9886.92
2012-07-11,4537.42,10021.79,10560.68
2012-07-12,4487.18,10021.63,11427.79
2012-07-13,5420.51,8668.5,10943.32
2012-07-14,6615.91,11644.13,12924.62
2012-07-15,5163.26,12233.74,14073.300000000001
2012-07-16,4360.09,8695.38,10373.630000000001
2012-07-17,4530.14,7752.81,9413.97
2012-07-18,4708.1,6588.99,8324.85
2012-07-19,4657.79,7124.49,8006.95
2012-07-20,5687.85,7772.12,10004.64
2012-07-21,6513.9,8388.26,11096.05
2012-07-22,5405.7,7425.86,10243.99
2012-07-23,3796.75,7052.06,8746.77
2012-07-24,4923.11,6802.52,8295.58
2012-07-25,4347.75,6562.28,7533.86
2012-07-26,4572.82,6235.6900000000005,7976.91
2012-07-27,5420.29,7751.52,8526.26
2012-07-28,5766.11,7077.66,9446.35
2012-07-29,4913.39,6888.53,10062.61
2012-07-30,4621.55,6063.84,8273.66
2012-07-31,4878.35,6534.45,7749.79
2012-08-01,4950.64,9863.42,9893.47
2012-08-02,4790.92,10633.51,10931.74
2012-08-03,5381.93,12039.57,12622.52
2012-08-04,5612.94,10193.42,10990.9
2012-08-05,5107.35,11209.29,12786.72
2012-08-06,4185.6,10622.75,10680.08
2012-08-07,4159.44,8023.37,8351.48
2012-08-08,4003.5,9791.630000000001,10195.03
2012-08-09,4471.64,10163.04,10845.99
2012-08-10,5458.72,9680.47,10402.32
2012-08-11,5433.1,10592.75,11782.69
2012-08-12,4898.05,12102.53,12748.73
2012-08-13,4331.37,8205.56,9985.88
2012-08-14,4806.06,10731.41,9167.99
2012-08-15,4662.41,10657.78,11090.04
2012-08-16,5158.25,9068.05,9659.51
2012-08-17,5769.42,8470.53,9750.7
2012-08-18,6098.91,8835.55,11380.25
2012-08-19,5608.73,8707.02,10429.86
2012-08-20,4038.95,7317.46,8700.82
2012-08-21,4585.3,7218.72,7825.2
2012-08-22,4450.61,7102.74,7418.9800000000005
2012-08-23,4713.08,7046.75,7707.74
2012-08-24,5383.26,7468.59,9234.56
2012-08-25,5897.12,9144.14,10227.64
2012-08-26,6362.87,8796.38,9975.77
2012-08-27,4581.88,7327.45,8024.45
2012-08-28,5059.42,7189.85,7830.19
2012-08-29,4092.2400000000002,7577.94,7198.81
2012-08-30,4710.13,7845.08,7276.53
2012-08-31,6309.95,12407.51,11997.29
2012-09-01,6957.57,11667.53,11681.99
2012-09-02,5651.06,12462.72,13257.7
2012-09-03,5984.71,12799.07,12426.99
2012-09-04,4333.26,7677.93,10159.79
2012-09-05,4170.87,10244.02,10321.63
2012-09-06,4088.85,10529.07,9639.49
2012-09-07,4613.98,9007.32,9331.47
2012-09-08,6116.35,13238.92,14055.91
2012-09-09,5286.88,13598.07,13677.710000000001
2012-09-10,4005.27,7725.29,9331.91
2012-09-11,4495.41,10246.37,9160.03
2012-09-12,4180.14,11136.24,10406.1
2012-09-13,4792.46,8692.88,8697.59
2012-09-14,5669.85,11772.34,11998.880000000001
2012-09-15,7291.43,13044.16,14364.94
2012-09-16,5734.81,11615.3,12960.6
2012-09-17,4376.57,8770.87,8986.45
2012-09-18,4549.61,7775.400000000001,8904.65
2012-09-19,4218.74,7638.37,7534.85
2012-09-20,4337.14,7928.6,7936.29
2012-09-21,5308.5,8864.63,9894.45
2012-09-22,6877.25,9454.23,11380.36
2012-09-23,6061.21,8992.68,11054.73
2012-09-24,4406.11,6354.65,7508.65
2012-09-25,3955.71,6529.85,7589.38
2012-09-26,3866.07,6723.76,7536.22
2012-09-27,4414.37,6755.33,7612.28
2012-09-28,5130.44,8604.2,9625.77
2012-09-29,6086.1,10444.78,12463.59
2012-09-30,5091.9400000000005,8972.55,11252.74
2012-10-01,4026.2400000000002,9090.81,9333.1
2012-10-02,4137.8,9826.22,11026.97
2012-10-03,4058.2,11961.59,10750.23
2012-10-04,4287.27,8419.97,9223.04
2012-10-05,4395.91,10476.01,10502.59
2012-10-06,5548.42,13356.74,14294.5
2012-10-07,4878.85,9761.14,11789.48
2012-10-08,3980.76,9608.79,9946.78
2012-10-09,3628.89,10350.78,9918.09
2012-10-10,3620.65,8793.07,8833.12
2012-10-11,4170.68,9835.5,9645.93
2012-10-12,4843.04,10403.24,12003.97
2012-10-13,5404.49,11660.51,12393.65
