date,TX_1,TX_2,TX_3
2011-09-28,4584.74,6802.93,5483.62
2011-09-29,4820.54,6934.38,5549.27
2011-09-30,6174.65,9450.49,7302.18
2011-10-01,9282.81,12721.2,9747.86
2011-10-02,8527.27,12206.4,8561.61
2011-10-03,7120.86,9291.04,7516.1
2011-10-04,5439.99,7681.2300000000005,6675.54
2011-10-05,6573.96,7503.07,6800.0
2011-10-06,6053.51,7700.07,6818.35
2011-10-07,6901.59,9943.16,8057.81
2011-10-08,7622.03,11255.23,7280.46
2011-10-09,8280.04,9780.3,8991.36
2011-10-10,6719.92,9950.85,8719.0
2011-10-11,6302.64,8641.22,7228.8
2011-10-12,6704.29,8613.1,8283.94
2011-10-13,6493.89,9161.24,7178.09
2011-10-14,6664.22,8860.99,7099.81
2011-10-15,9090.13,12621.5,9171.03
2011-10-16,9077.47,13276.61,9040.74
2011-10-17,6846.87,8658.58,7663.79
2011-10-18,5665.96,8459.54,6220.2300000000005
2011-10-19,5384.96,7675.22,6052.25
2011-10-20,5070.95,7243.43,5597.11
2011-10-21,5948.97,8367.02,6418.99
2011-10-22,7210.53,11059.28,7884.01
2011-10-23,7480.94,11621.32,8765.38
2011-10-24,5653.04,9145.93,6698.25
2011-10-25,4985.09,7276.27,5921.84
2011-10-26,5588.95,7548.35,5608.03
2011-10-27,4875.01,7528.41,5331.48
2011-10-28,5535.02,8324.15,6244.01
2011-10-29,7075.14,9845.02,7685.95
2011-10-30,7588.6,10143.1,8598.1
2011-10-31,5265.29,7436.33,6388.19
2011-11-01,6813.4,7891.97,7554.73
2011-11-02,5147.62,7404.14,6075.5
2011-11-03,5523.68,8323.44,7679.62
2011-11-04,5207.37,8920.68,6464.72
2011-11-05,8438.19,10980.07,8543.28
2011-11-06,8666.78,12231.17,10373.99
2011-11-07,6800.67,9084.81,7468.8
2011-11-08,5609.9,6844.94,5766.29
2011-11-09,5949.89,7799.77,7322.99
2011-11-10,5546.5,8001.95,6198.0199999999995
2011-11-11,5858.66,8885.07,7608.98
2011-11-12,8423.58,10916.43,8411.57
2011-11-13,9203.76,12127.11,9540.87
2011-11-14,6369.56,8195.98,7328.91
2011-11-15,6626.8,8532.69,7235.88
2011-11-16,5569.9,7602.29,6531.68
2011-11-17,5886.6,7836.03,5612.1
2011-11-18,5697.11,7799.51,6291.04
2011-11-19,7251.11,10571.1,7877.84
2011-11-20,8034.94,10871.77,8413.4
2011-11-21,5456.17,8300.07,7191.82
2011-11-22,5839.28,8417.42,6377.93
2011-11-23,7581.81,10178.98,8588.54
2011-11-24,5796.87,7826.7,5437.38
2011-11-25,5160.05,6489.83,5616.9
2011-11-26,5255.65,6965.05,6172.7
2011-11-27,6298.39,8791.97,6679.52
2011-11-28,4958.24,6719.76,5402.08
2011-11-29,4711.46,6602.96,5184.54
2011-11-30,5013.27,6983.88,5135.58
2011-12-01,6122.36,7552.96,6880.08
2011-12-02,5954.38,8184.35,6497.2
2011-12-03,8061.52,11024.44,8469.94
2011-12-04,7938.36,11120.7,8835.02
2011-12-05,6635.76,8868.83,7150.12
2011-12-06,6332.7699999999995,8579.0,6442.12
2011-12-07,6173.8,8263.73,6735.55
2011-12-08,5205.34,7577.21,5321.97
2011-12-09,6563.21,8830.51,6347.26
2011-12-10,7208.8,9658.07,7642.39
2011-12-11,9404.47,11524.16,9422.62
2011-12-12,6641.4,9449.67,8168.69
2011-12-13,7187.86,9493.74,7228.03
2011-12-14,6461.71,9265.28,7082.54
2011-12-15,7398.67,9968.63,7683.78
2011-12-16,6484.04,9165.41,6273.32
2011-12-17,8038.77,11253.47,7965.89
2011-12-18,7309.45,10331.16,7776.46
2011-12-19,6086.0,8878.07,7015.99
2011-12-20,5864.56,8113.54,6418.08
2011-12-21,5911.1,8475.28,6729.86
2011-12-22,6310.33,8815.14,7134.44
2011-12-23,7641.1,10745.44,7742.09
2011-12-24,7510.16,9600.34,8022.15
2011-12-25,0.0,0.0,3.36
2011-12-26,7606.15,9282.33,7576.6
2011-12-27,5674.97,8406.62,5692.35
2011-12-28,5618.56,8504.12,5720.5
2011-12-29,5488.36,7760.79,5707.5
2011-12-30,6941.12,9879.31,7689.6900000000005
2011-12-31,7644.3,10813.73,8638.56
2012-01-01,6293.6,7361.6,5104.71
2012-01-02,7141.76,10144.38,7452.25
2012-01-03,6471.97,9004.34,6661.35
2012-01-04,5449.26,7510.26,6412.7300000000005
2012-01-05,6558.87,8730.0,7046.99
2012-01-06,7465.8,9257.15,7013.99
2012-01-07,8624.11,11658.2,8355.23
2012-01-08,8659.42,11992.95,8664.97
2012-01-09,5565.62,7712.19,5801.27
2012-01-10,5952.93,8522.62,6061.75
2012-01-11,6744.8,8535.79,7518.59
2012-01-12,6126.82,8323.8,6606.34
2012-01-13,7199.1,10416.48,7311.28
2012-01-14,7821.9800000000005,11288.48,8423.3
2012-01-15,9203.51,11912.36,8695.58
2012-01-16,7372.37,9726.1,7252.9
2012-01-17,5118.3,7252.51,5927.93
2012-01-18,5407.63,7531.97,6200.31
2012-01-19,5596.5,7437.17,5904.24
2012-01-20,6218.86,9546.33,6389.19
2012-01-21,8503.91,11233.08,7907.4400000000005
2012-01-22,7664.89,12011.92,8611.62
2012-01-23,5691.52,8379.51,6233.65
2012-01-24,4996.28,7222.1,5510.9
2012-01-25,4618.41,6772.82,4791.31
2012-01-26,5063.4,7377.12,5381.31
2012-01-27,6065.6,8254.76,6296.81
2012-01-28,7156.03,11417.21,7907.48
2012-01-29,7896.31,11133.38,8561.3
2012-01-30,5834.65,8321.95,5668.19
2012-01-31,5333.84,7789.15,6072.03
2012-02-01,7764.65,10197.95,7765.8
2012-02-02,6205.19,8117.13,6736.7
2012-02-03,7598.58,10795.6,8080.07
2012-02-04,9215.88,13816.73,10070.95
2012-02-05,10576.13,14804.1,11172.38
2012-02-06,7003.46,10070.76,7990.88
2012-02-07,7263.88,10170.17,8073.87
2012-02-08,6253.88,8531.63,7534.63
2012-02-09,6713.92,8857.99,7043.68
2012-02-10,6203.22,8931.1,6953.04
2012-02-11,8654.33,13853.62,8740.03
2012-02-12,10422.25,13774.4,10551.08
2012-02-13,7824.88,11808.89,8639.0
2012-02-14,6374.38,8582.54,6392.99
2012-02-15,6820.09,9126.33,6472.22
2012-02-16,6208.09,8715.99,7088.92
2012-02-17,6093.34,8864.38,6837.17
2012-02-18,8137.29,11928.69,8584.98
2012-02-19,9768.86,13592.28,8659.28
2012-02-20,7254.21,9496.06,7438.93
2012-02-21,5746.79,8360.99,6291.81
2012-02-22,6080.86,7975.55,5734.66
2012-02-23,6402.86,8368.7,5879.6
2012-02-24,6908.29,8811.710000000001,6525.31
2012-02-25,8164.84,11554.210000000001,7889.61
2012-02-26,9112.82,13154.9,9320.23
2012-02-27,6555.88,9251.02,7427.17
2012-02-28,5901.77,7990.66,6437.33
2012-02-29,5783.16,8296.68,5971.75
2012-03-01,7544.05,10096.13,7596.64
2012-03-02,6994.7,9327.99,7611.74
2012-03-03,9251.79,13152.64,9144.08
2012-03-04,9910.61,12444.12,9522.89
2012-03-05,7414.3,11240.960000000001,8058.51
2012-03-06,7143.97,9810.45,7954.83
2012-03-07,6668.93,9839.59,7169.93
2012-03-08,7017.07,9195.07,6857.0
2012-03-09,7134.88,9540.37,6739.21
2012-03-10,9290.23,12946.34,9637.08
2012-03-11,9892.72,13921.58,10164.08
2012-03-12,8725.47,11664.9,8624.6
2012-03-13,8412.39,11548.55,8235.57
2012-03-14,7254.96,9735.89,7427.97
2012-03-15,7968.47,11861.07,7960.42
2012-03-16,7765.67,10701.74,7907.55
2012-03-17,8434.94,11276.29,8735.39
2012-03-18,10023.03,13046.05,9409.69
2012-03-19,6803.34,10050.32,8145.86
2012-03-20,6365.61,7979.4,6094.61
2012-03-21,6218.0,9019.34,6266.88
2012-03-22,5932.25,8912.460000000001,6710.38
2012-03-23,6967.57,9954.23,7084.94
2012-03-24,8379.56,12719.49,8823.04
2012-03-25,8906.08,12836.15,9366.0
2012-03-26,7050.27,9838.42,7129.42
2012-03-27,5778.66,8921.66,6453.31
2012-03-28,5922.41,7874.82,6168.6900000000005
2012-03-29,5831.6900000000005,7643.04,5773.87
2012-03-30,6799.41,10145.13,7324.17
2012-03-31,7927.97,12591.33,8532.18
2012-04-01,10813.66,15380.7,10780.48
2012-04-02,6433.43,9286.81,7342.64
2012-04-03,8293.54,10165.98,7999.63
2012-04-04,6906.45,8869.09,6417.9
2012-04-05,7627.81,9342.92,7448.39
2012-04-06,9408.210000000001,12651.77,9458.23
2012-04-07,11563.85,14807.31,10860.18
2012-04-08,11576.98,12698.07,8339.07
2012-04-09,7502.84,10451.28,7706.2300000000005
2012-04-10,6734.42,9771.52,6992.75
2012-04-11,7643.42,10381.07,7193.52
2012-04-12,7458.72,9177.76,7414.9400000000005
2012-04-13,8432.81,11535.78,7991.62
2012-04-14,9589.03,12824.67,9143.61
2012-04-15,11266.1,14734.83,10924.6
2012-04-16,7278.95,8883.94,6721.61
2012-04-17,7209.66,9427.62,7481.1900000000005
2012-04-18,6430.8,9020.33,6317.52
2012-04-19,6481.18,9085.68,6296.89
2012-04-20,5531.02,9137.77,6499.76
2012-04-21,8766.72,12953.17,7884.76
2012-04-22,9536.74,13203.13,9098.54
2012-04-23,7160.61,9085.11,7357.37
2012-04-24,6882.78,7726.95,5802.67
2012-04-25,6557.92,8294.18,6292.36
2012-04-26,6121.66,8538.08,6149.25
2012-04-27,6358.21,9679.42,6450.92
2012-04-28,9239.02,11727.92,8312.52
2012-04-29,8957.05,13758.28,8819.93
2012-04-30,7123.22,9287.83,6918.22
2012-05-01,8454.82,9960.95,7894.22
2012-05-02,6978.88,8974.26,6786.57
2012-05-03,7571.19,10368.07,7681.5
2012-05-04,7641.92,10051.59,7916.93
2012-05-05,10558.07,13056.4,9663.21
2012-05-06,11779.75,14870.83,9862.58
2012-05-07,8670.17,11488.66,8778.37
2012-05-08,6965.7,9067.04,6650.07
2012-05-09,6952.150000000001,10540.6,7514.86
2012-05-10,7069.39,8383.39,6592.2300000000005
2012-05-11,7478.15,10132.09,7788.09
2012-05-12,9679.33,13026.83,9822.28
2012-05-13,9943.82,12626.23,8949.87
2012-05-14,7737.0,10372.68,8071.54
2012-05-15,7724.62,10831.54,7574.3
2012-05-16,7228.08,9140.63,7300.9800000000005
2012-05-17,6502.46,8948.24,6801.36
2012-05-18,7634.19,10308.58,8010.13
2012-05-19,9341.91,12326.26,8684.04
2012-05-20,10194.07,13746.93,9512.710000000001
2012-05-21,7051.01,9475.26,7448.4800000000005
2012-05-22,6740.58,9200.97,7871.65
2012-05-23,6550.37,8773.18,6320.38
2012-05-24,6979.49,9421.05,6266.31
2012-05-25,7167.22,10683.19,8340.38
2012-05-26,8872.47,13762.65,8738.99
2012-05-27,8781.39,12555.77,8842.24
2012-05-28,8431.85,12473.79,8382.06
2012-05-29,7092.33,9094.19,6723.6
2012-05-30,6867.77,9330.82,6326.38
2012-05-31,6114.6,9085.23,6218.09
2012-06-01,8941.24,12423.94,10235.92
2012-06-02,9411.56,13358.82,10202.11
2012-06-03,10207.55,14473.82,10665.18
2012-06-04,8075.35,10821.76,8345.6
2012-06-05,8098.68,10746.73,7701.51
2012-06-06,8082.88,10973.94,7879.82
2012-06-07,8183.86,12097.57,8499.94
2012-06-08,7644.31,11090.79,7396.16
2012-06-09,9641.37,14122.01,10409.18
2012-06-10,10162.84,14262.210000000001,10191.06
2012-06-11,8891.85,12385.25,9001.35
2012-06-12,8028.87,10371.12,7590.28
2012-06-13,7607.56,10776.630000000001,8637.41
2012-06-14,7223.64,9617.62,7496.83
2012-06-15,9977.6,12017.05,9341.75
2012-06-16,9343.51,14343.69,10136.29
2012-06-17,9724.69,12351.58,9450.12
2012-06-18,8008.62,10701.14,8298.09
2012-06-19,6905.9400000000005,9631.09,6121.25
2012-06-20,7273.49,10245.74,6844.88
2012-06-21,6864.28,9496.960000000001,7031.93
2012-06-22,7561.55,11272.34,8211.85
2012-06-23,9002.35,12241.5,9484.48
2012-06-24,9594.7,13471.06,10011.79
2012-06-25,7144.72,10896.81,8133.74
2012-06-26,6467.35,9065.83,7530.69
2012-06-27,6494.74,8713.95,7249.39
2012-06-28,5868.5,9468.34,6711.15
2012-06-29,7252.89,11482.94,8777.97
2012-06-30,8162.02,12347.54,9645.94
2012-07-01,10406.47,13577.64,10084.91
2012-07-02,6956.15,10331.07,7896.9400000000005
2012-07-03,8258.57,11355.3,8642.63
2012-07-04,7611.44,10711.24,7671.82
2012-07-05,7355.1,11002.4,7704.29
2012-07-06,8575.38,11993.29,9519.43
2012-07-07,10370.04,14236.800000000001,9632.18
2012-07-08,9068.08,13240.29,9979.77
2012-07-09,7872.44,10196.7,8251.09
2012-07-10,6585.77,9902.710000000001,7744.27
2012-07-11,7624.18,10390.72,7448.4
2012-07-12,7598.78,9294.73,7502.89
2012-07-13,8711.77,11439.7,9302.34
2012-07-14,9523.77,14007.51,9742.88
2012-07-15,11281.7,14670.61,10376.98
2012-07-16,7438.38,10569.74,7867.74
2012-07-17,7047.61,8542.34,7063.02
2012-07-18,5988.82,8918.91,7156.78
2012-07-19,6533.97,10263.87,7277.26
2012-07-20,7457.12,11911.22,8598.67
2012-07-21,8695.53,13031.18,9046.08
2012-07-22,9818.19,13101.89,9775.42
2012-07-23,6490.12,9402.880000000001,8010.4
2012-07-24,5906.77,9841.03,7136.95
2012-07-25,5963.6,9500.69,6589.33
2012-07-26,6236.94,8859.95,7074.49
2012-07-27,6483.32,10553.95,7602.15
2012-07-28,7689.4,12690.4,8888.32
2012-07-29,8912.52,12909.9,9411.36
2012-07-30,6664.2300000000005,8783.01,7112.9400000000005
2012-07-31,6023.18,9217.84,7783.95
2012-08-01,7763.42,11241.36,8252.77
2012-08-02,7181.25,10447.9,8165.15
2012-08-03,8568.46,11789.0,9873.87
2012-08-04,9376.73,13094.3,10942.31
2012-08-05,9576.97,13786.050000000001,11209.130000000001
2012-08-06,8440.78,11774.16,8971.57
2012-08-07,7829.68,9966.19,8764.710000000001
2012-08-08,6864.15,9136.28,7044.79
2012-08-09,7533.24,9844.69,8525.4
2012-08-10,7577.41,10981.54,7847.76
2012-08-11,9630.25,14190.58,10798.15
2012-08-12,11039.27,14556.87,11092.78
2012-08-13,8326.13,12156.39,9378.94
2012-08-14,6764.84,9848.05,7240.1
2012-08-15,8232.46,10515.68,8356.14
2012-08-16,8015.1900000000005,11426.97,7235.89
2012-08-17,7527.16,11454.72,8871.24
2012-08-18,8520.98,12553.9,9505.17
2012-08-19,10017.26,13939.44,11426.78
2012-08-20,7289.36,10526.91,8217.77
2012-08-21,6863.6900000000005,9451.48,6787.64
2012-08-22,7208.63,9291.880000000001,6829.2
2012-08-23,6532.58,9514.15,6587.43
2012-08-24,7003.33,11725.380000000001,7935.17
2012-08-25,9452.35,13678.0,9986.62
2012-08-26,10289.84,13985.89,11345.14
2012-08-27,7283.47,11547.76,8178.7
2012-08-28,6828.85,9617.68,6845.6
2012-08-29,5843.71,9092.63,5766.54
2012-08-30,6309.49,8890.38,7104.06
2012-08-31,7770.8,11423.14,8981.14
2012-09-01,11084.3,14739.07,11571.32
2012-09-02,9685.74,12960.15,9470.09
2012-09-03,10300.17,13931.47,10765.47
2012-09-04,6838.6,9276.16,7848.28
2012-09-05,7447.2300000000005,9780.79,7285.62
2012-09-06,7756.06,10154.7,7709.2
2012-09-07,8230.14,11486.48,9020.3
2012-09-08,9656.07,14640.34,9970.68
2012-09-09,11022.03,15059.16,11496.49
2012-09-10,7592.4800000000005,10763.3,8024.63
2012-09-11,7531.74,9513.66,7807.09
2012-09-12,7501.48,9076.59,7734.69
2012-09-13,7407.24,10492.210000000001,6696.51
2012-09-14,7781.51,11723.61,8818.42
2012-09-15,10974.63,14667.62,11746.91
2012-09-16,10475.35,14608.39,10912.91
2012-09-17,7999.19,10923.28,8569.7
2012-09-18,6398.82,9513.86,6721.11
2012-09-19,6758.61,8265.73,6695.77
2012-09-20,6639.38,8867.26,6960.07
2012-09-21,8027.19,10407.13,7919.7
2012-09-22,9122.74,14347.53,9618.81
2012-09-23,10536.68,13866.51,10647.2
2012-09-24,6698.58,9682.02,8420.23
2012-09-25,6546.01,9100.68,7012.52
2012-09-26,6400.03,8966.68,7285.74
2012-09-27,6019.82,8575.53,6883.16
2012-09-28,7171.22,9758.36,7965.0
2012-09-29,9270.88,13147.22,10259.28
2012-09-30,9635.55,13217.17,10497.54
2012-10-01,8137.07,11886.11,9308.49
2012-10-02,6787.9,9448.710000000001,8000.52
2012-10-03,7575.61,10259.45,8523.94
2012-10-04,6380.07,8950.78,7061.79
2012-10-05,7690.76,10955.27,8434.44
2012-10-06,10124.73,13996.92,10004.42
2012-10-07,10528.82,13475.65,11467.27
2012-10-08,7334.84,9431.23,8396.37
2012-10-09,6752.84,9699.28,8171.650000000001
2012-10-10,6756.41,8998.8,7345.49
2012-10-11,7267.4800000000005,9569.06,7443.51
